article_id,difficulty,query
2abe5a8b3a71957f1e811481bd459f49,easy,"Арбитраж подтвердил, что ""Система"" должна ""Роснефти"" 136 миллиардов"
2abe5a8b3a71957f1e811481bd459f49,medium,"Арбитражный суд подтвердил взыскание с АФК ""Система"" в пользу ""Башнефти"" 136,3 миллиарда рублей"
2abe5a8b3a71957f1e811481bd459f49,hard,"Суд Челябинска подтвердил решение о выплате крупной суммы в пользу нефтяной компании по иску ""Роснефти"" против ""Системы"""
e4b765ea4c622d28c4c423b579cdaa75,easy,Выжившие после Эбола иммунитет 40 лет
e4b765ea4c622d28c4c423b579cdaa75,medium,Антитела к Эболе у выживших спустя сорок лет
e4b765ea4c622d28c4c423b579cdaa75,hard,Долгосрочный иммунитет у переболевших Эболой и его значение для вакцинологии
556f420e0d0cb6a49f9f0b9eb7f2d0a9,easy,Календарь 19 декабря 2017 года Альберт Майкельсон Ефим Честняков Пиковая дама Дон Кихот Титаник Галина Волчек
556f420e0d0cb6a49f9f0b9eb7f2d0a9,medium,19 декабря 1874 Честняков 1890 Пиковая дама премьера Дон Кихот 1997 Титаник день рождения Галина Волчек
556f420e0d0cb6a49f9f0b9eb7f2d0a9,hard,Исторические события 19 декабря известные личности и премьеры культурные достижения и юбилеи знаменитых людей
dc9b82ea49dd0544fadbf7213508e9b6,easy,Скорая врезалась в крыльцо суда Саяногорск
dc9b82ea49dd0544fadbf7213508e9b6,medium,Машина скорой помощи врезалась в здание суда в Хакасии
dc9b82ea49dd0544fadbf7213508e9b6,hard,ДТП с медицинским транспортом у здания судебного органа в Саяногорске
51517c3348b0f0a143d5fed13c7ec6f9,easy,Трамп США эпоха соперничества национальная безопасность новые формы конфликтов
51517c3348b0f0a143d5fed13c7ec6f9,medium,Трамп США стратегия национальной безопасности экономическая политическая агрессия
51517c3348b0f0a143d5fed13c7ec6f9,hard,"Президент США объявил о новой эпохе в международных отношениях, связанной с неявными конфликтами и противостоянием держав"
2ad312d69d8ffbb9bf3e2bc413b02846,easy,Бриллианты навсегда аукцион Sotheby's 5 декабря 173 лота 54 млн долларов
2ad312d69d8ffbb9bf3e2bc413b02846,medium,Дорогие ювелирные изделия аукцион Sotheby's декабрь 2022 продажа лотов
2ad312d69d8ffbb9bf3e2bc413b02846,hard,Инвестиции в драгоценные камни крупный аукцион в конце года рекордные торги
e7a34864cdbf42e0a249b1f4bc830e59,easy,Дмитрий Медведев подписал распоряжение о распределении 7 млрд рублей на доплаты к пенсиям в 2018 году
e7a34864cdbf42e0a249b1f4bc830e59,medium,Премьер-министр подписал документ о выделении средств на социальные доплаты пенсионерам в 2018 году
e7a34864cdbf42e0a249b1f4bc830e59,hard,Распоряжение кабмина о финансировании региональных программ поддержки пенсионеров в следующем году
ca73a927938d162b30ddd11093379f1a,easy,Варламов вторая звезда матча Колорадо Питтсбург
ca73a927938d162b30ddd11093379f1a,medium,Семен Варламов стал второй звездой в игре Колорадо против Питтсбурга
ca73a927938d162b30ddd11093379f1a,hard,"Хоккейный вратарь, отразивший 30 бросков, получил высокую оценку в матче между командами из Колорадо и Питтсбурга"
e984514bebb55e747cccb84184f35ad3,easy,Правительство выделило 7 миллиардов на доплаты к пенсиям
e984514bebb55e747cccb84184f35ad3,medium,Медведев выделил средства на доплаты пенсионерам в 2018 году
e984514bebb55e747cccb84184f35ad3,hard,Премьер-министр поддержал неработающих пенсионеров с низким доходом в регионах
dfa1013a49e31ac9d952f0ecac15a119,easy,"""Россия 1 31 декабря Ирония судьбы"""
dfa1013a49e31ac9d952f0ecac15a119,medium,"""Телеканал Россия 1 покажет Иронию судьбы 31 декабря"""
dfa1013a49e31ac9d952f0ecac15a119,hard,"""Новогодний фильм на другом канале впервые за десять лет"""
2fab1bb929fe42264ee2e774f7a115fc,easy,Профсоюз Porsche бойкот письмам начальства в нерабочее время
2fab1bb929fe42264ee2e774f7a115fc,medium,Профсоюз автоконцерна Porsche против писем руководства в выходные и отпуск
2fab1bb929fe42264ee2e774f7a115fc,hard,Сотрудники Porsche отказываются от нерабочей переписки с начальством из-за стресса и неоплачиваемых часов
d6f9bf65bec8f37c1f6fa30169845198,easy,Число жертв авиакатастрофы в Ненецком округе выросло до трех человек
d6f9bf65bec8f37c1f6fa30169845198,medium,Погибшие при крушении самолёта в Нарьян-Маре
d6f9bf65bec8f37c1f6fa30169845198,hard,Трагедия в аэропорту северного города: число погибших увеличилось
6576130448d3ebab0b0cdd2ce2006970,easy,Полиция Австралии случайно озвучила планы поимки северокорейского шпиона в соцсетях
6576130448d3ebab0b0cdd2ce2006970,medium,Федеральная полиция Австралии случайно выложила в соцсети информацию о планах ареста шпиона из Северной Кореи
6576130448d3ebab0b0cdd2ce2006970,hard,Сотрудники правоохранительных органов Австралии нечаянно раскрыли детали операции по задержанию иностранного агента в интернете
fc8902157d344ae9ddb6602b9a8caaa3,easy,Калининградские янтарные рудники установили рекорд добычи 450 тонн
fc8902157d344ae9ddb6602b9a8caaa3,medium,Рекордная добыча янтаря в Калининградской области превысила 450 тонн
fc8902157d344ae9ddb6602b9a8caaa3,hard,"В Калининграде добывают беспрецедентное количество «солнечных камней», превысив исторические показатели на 30%"
165478f8a4270220d8446ba028630d3e,easy,"11 туристических направлений 2018 года ""Вести.Экономика"""
165478f8a4270220d8446ba028630d3e,medium,Топ-11 мест для путешествий в 2018 году
165478f8a4270220d8446ba028630d3e,hard,"Новости о популярных туристических маршрутах, опубликованные в конце 2017 года"
a7a1a0e755c6bdc594d37cdaeecf07cc,easy,Госдума отменила закон о запрете использования двуглавого орла на одежде и сувенирах
a7a1a0e755c6bdc594d37cdaeecf07cc,medium,Госдума разрешила использование герба России с двуглавым орлом в повседневной жизни
a7a1a0e755c6bdc594d37cdaeecf07cc,hard,Новости о легализации символики с двуглавым орлом для использования на публичных мероприятиях и в быту
6b6f4ae30c981ce1e32b73c869ea37ef,easy,"""Облако, зацепившееся за гору"" выставка Таус Махачевой Москва"
6b6f4ae30c981ce1e32b73c869ea37ef,medium,выставка художницы Таус Махачевой в Москве подводит итоги и открывает новые перспективы
6b6f4ae30c981ce1e32b73c869ea37ef,hard,"московская экспозиция современного искусства, где дагестанская художница демонстрирует свои лучшие работы и готовится к новому творческому этапу"
1fd1e63c3c084ebd2611eb7ece297243,easy,Установка Рождественского вертепа перед Казанским собором в Петербурге
1fd1e63c3c084ebd2611eb7ece297243,medium,Рождественская сцена с волхвами и Иисусом перед Казанским собором в Санкт-Петербурге
1fd1e63c3c084ebd2611eb7ece297243,hard,"Новый арт-объект на месте фонтана перед историческим храмом в Северной столице, посвящённый библейскому событию"
